#SetID	ThemeGroup	Theme	SubTheme	Year	Name	Pieces	USRetailPrice
7966	Vintage	Building Set with People	{Unknown}	1974	Locomotive with driver and passenger	121	0
25072	Basic	System	HO 1:87 Vehicles	1956	1:87 Esso Bedford Trailer	1	0
25073	Basic	System	HO 1:87 Vehicles	1958	1:87 Bedford Flatbed Truck	1	0
931	Vintage	Building Set with People	{Unknown}	1975	Helicopter and Pilot	49	0
7438	Vintage	Building Set with People	{Unknown}	1975	Family	103	0
25074	Basic	System	HO 1:87 Vehicles	1958	1:87 Bedford Flatbed Trailer	1	0
25075	Basic	System	HO 1:87 Vehicles	1958	1:87 Bedford Fire Engine	1	0
7439	Vintage	Building Set with People	{Unknown}	1975	Farming Scene	120	0
6517	Vintage	Building Set with People	{Unknown}	1976	Police Officers and Motorcycle	86	0
25076	Basic	System	HO 1:87 Vehicles	1958	1:87 Bedford Tow Truck	1	0
25077	Basic	System	HO 1:87 Vehicles	1958	1:87 Bedford Delivery Truck	1	0
7480	Basic	Basic	{Unknown}	1976	Zoo (with Baseboard)	486	0
25078	Basic	System	HO 1:87 Vehicles	1958	1:87 VW Van	1	0
25079	Basic	System	HO 1:87 Vehicles	1958	1:87 VW Pickup	1	0
5015	Miscellaneous	Books	LEGO	1990	Idea Book	1	4.25
25080	Basic	System	HO 1:87 Vehicles	1958	1:87 VW Beetle	1	0
7365	Vintage	Homemaker	{Unknown}	1971	Dolls Living Room	173	0
964	Vintage	Homemaker	{Unknown}	1979	Bathroom	164	0
25081	Basic	System	HO 1:87 Vehicles	1958	1:87 VW Beetle + Showroom	4	0
25082	Basic	System	HO 1:87 Vehicles	1963	1:87 VW Beetle with Garage	3	0
7366	Vintage	Homemaker	{Unknown}	1971	Dolls Kitchen	156	0
25083	Basic	System	HO 1:87 Vehicles	1961	1:87 Opel Rekord with Garage	3	0
7398	Vintage	Homemaker	{Unknown}	1972	Complete Children's Room Set	259	0
7967	Vintage	Homemaker	{Unknown}	1974	Kitchen	257	9
25084	Basic	System	HO 1:87 Vehicles	1961	1:87 Ford Taunus 17M de Luxe with Garage	3	0
6728	Vintage	Homemaker	{Unknown}	1974	Living Room	242	0
25085	Basic	System	HO 1:87 Vehicles	1961	1:87 Mercedes 220 with Garage	3	0
1000	Vintage	Homemaker	{Unknown}	1974	Bathroom	147	0
25086	Basic	System	HO 1:87 Vehicles	1961	1:87 Karmann Ghia with Garage	3	0
7968	Vintage	Homemaker	{Unknown}	1974	Children's room	235	0
25087	Basic	System	HO 1:87 Vehicles	1963	1:87 Mercedes 190 SL with Garage	3	0
25088	Basic	System	HO 1:87 Vehicles	1963	1:87 VW 1500 Limousine with Garage	3	0
1030	Vintage	Homemaker	{Unknown}	1979	Family Room	244	0
25089	Basic	System	HO 1:87 Vehicles	1963	1:87 Ford Taunus 17M with Garage	3	0
1038	Vintage	Homemaker	{Unknown}	1979	Kitchen	212	0
25090	Basic	System	HO 1:87 Vehicles	1958	5 Cyclists / Motorcyclists	5	0
7536	Vintage	Homemaker	{Unknown}	1973	Grandfather Clock, Chair and Table	47	0
7537	Vintage	Homemaker	{Unknown}	1973	Baby's Cot and Cabinet	49	0
25177	Basic	System	Town Plan	1958	Traffic Police Set	6	0
24327	Vintage	Samsonite	Model Maker	1970	Mini-House with Vehicles	89	0
7538	Vintage	Homemaker	{Unknown}	1973	Dressing Table with Mirror	32	0
7539	Vintage	Homemaker	{Unknown}	1973	Bureau	23	0
7969	Vintage	Homemaker	{Unknown}	1974	Colour TV and chair	68	0
7970	Vintage	Homemaker	{Unknown}	1974	Table and chairs	92	0
25201	Basic	System	HO 1:87 Vehicles	1956	1:87 VW Van	1	0
1088	Vintage	Homemaker	{Unknown}	1977	Nurse and Child	90	0
1091	Vintage	Homemaker	{Unknown}	1977	Fireplace	82	0
1102	Vintage	Homemaker	{Unknown}	1978	Television Room	104	0
25091	Basic	System	Supplemental	1959	Sloping Roof Bricks, Red	14	0
25212	Basic	System	Supplemental	1959	Sloping Roof Bricks, Blue	14	0
25092	Basic	System	Supplemental	1959	1 x 2 and 3 x 2 Sloping Bricks, Red	21	0
25213	Basic	System	Supplemental	1959	1 x 2 and 3 x 2 Sloping Bricks, Blue	21	0
25093	Basic	System	Supplemental	1959	2 x 2 Sloping Roof Bricks, Red	22	0
25214	Basic	System	Supplemental	1959	2 x 2 Sloping Roof Bricks, Blue	22	0
25094	Basic	System	Supplemental	1957	Sloping Ridge and Valley Bricks, Red	20	0
25215	Basic	System	Supplemental	1957	Sloping Ridge and Valley Bricks, Blue	20	0
22675	Vintage	Samsonite	Basic Set	1966	Medium Basic Set	285	6.95
7540	Vintage	Homemaker	{Unknown}	1973	Dining Suite	114	0
7947	Vintage	Homemaker	{Unknown}	1973	Blackboard and School Desk	90	0
7948	Vintage	Homemaker	{Unknown}	1973	Kitchen Sink and Cupboards	59	0
7949	Vintage	Homemaker	{Unknown}	1973	Piano	131	0
22560	Basic	Basic	{Unknown}	1985	Basic Building Set	0	0
7971	Vintage	Homemaker	{Unknown}	1974	Wall unit	63	0
7972	Vintage	Homemaker	{Unknown}	1974	Secretary's desk	128	0
1200	Vintage	Homemaker	{Unknown}	1977	Ladies' Hairdressers	160	0
1209	Vintage	Homemaker	{Unknown}	1978	Nursery	167	0
1234	Modern day	Town	Accessories	1978	Road Plates, Junction	2	0
7399	Vintage	Samsonite	Jumbo Bricks	1972	Jumbo Bricks	30	4.95
1239	Modern day	Town	Accessories	1978	Road Plates, Curved	2	0
22680	Vintage	Samsonite	Basic Set	1966	Wheel Toy Set	301	6.22
1248	Modern day	Town	Accessories	1978	Road Plates, Straight	2	0
1259	Basic	Basic	{Unknown}	1987	Basic Building Set, 3+	33	0
25095	Basic	System	Vehicle	1964	Aeroplane	46	0
1267	Basic	Basic	{Unknown}	1985	Basic Building Set, 3+	31	0
25096	Basic	System	Vehicle	1964	Tractor & Trailer	82	0
1273	Action/Adventure	Space	Classic	1979	Two Crater Plates	2	0
25097	Basic	System	Vehicle	1964	Fire Engine	170	0
1284	Action/Adventure	Space	Classic	1979	Two Lunar Landing Plates	2	0
25098	Basic	System	Town Plan	1958	VW Garage	45	0
1289	Basic	Basic	{Unknown}	1987	Basic Building Set, 3+	33	0
25099	Basic	System	Town Plan	1958	VW Auto Showroom	51	0
1300	Girls	Scala	Jewellery	1979	Bracelet	38	0
1301	Basic	Basic	{Unknown}	1985	Basic Building Set, 3+	30	0
25100	Basic	System	Town Plan	1958	Fire Station	111	0
1309	Girls	Scala	Jewellery	1979	Bracelet	38	0
25101	Basic	System	Town Plan	1958	Church	149	0
22694	Vintage	Samsonite	Model Maker	1969	Motorized Truck Set	184	12.95
1316	Girls	Scala	Jewellery	1979	Pendant	29	0
6695	Vintage	LEGOLAND	Boats	1973	Tugboat	183	0
1317	Basic	Basic	{Unknown}	1985	Basic Building Set, 3+	46	0
25102	Basic	System	Town Plan	1958	ESSO Filling Station	98	0
7950	Vintage	LEGOLAND	Boats	1973	Ferry	83	0
1328	Girls	Scala	Jewellery	1979	Pendant	29	0
1327	Basic	Basic	{Unknown}	1984	Basic Building Set, 3+	83	0
25103	Basic	System	Vehicle	1961	Airplanes	79	0
7330	Vintage	Samsonite	Model Maker	1970	Remote Control Car Set	271	14.99
7420	Vintage	Samsonite	Model Maker	1970	Remote Control Supplement	1	3.99
1337	Girls	Scala	Jewellery	1979	Bracelet and Pendant	1	0
5104	Vintage	LEGOLAND	Boats	1973	Cargo Ship	59	0
25104	Basic	System	Vehicle	1961	Boats	107	0
25331	Basic	System	Vehicle	1966	London Bus	140	0
1344	Girls	Scala	Jewellery	1979	Bracelet and Pendant	137	0
1353	Vintage	LEGOLAND	Boats	1976	Police Launch	53	0
25158	Basic	System	Vehicle	1963	Large & Small Wheels & Turn-Table	35	0
1362	Basic	Basic	{Unknown}	1990	Basic Building Set, 3+	59	0
7482	Vintage	LEGOLAND	Boats	1976	Container Ship	95	0
23713	Basic	System	Vehicle	1963	European Taxi	40	0
26402	Vintage	Samsonite	Model Maker	1968	European Taxi	48	0
1371	Vintage	LEGOLAND	Boats	1978	Fire Fighting Launch	133	0
25133	Basic	System	Vehicle	1963	Farm Tractor	49	0
26403	Vintage	Samsonite	Model Maker	1968	Farm Tractor	49	0
25031	Basic	System	Vehicle	1963	Truck	125	0
22423	Basic	Basic	{Unknown}	1987	Basic Building Set	68	0
26404	Vintage	Samsonite	Model Maker	1968	Truck	124	0
25148	Basic	System	Building	1963	Windmill Set	153	0
25345	Basic	System	Vehicle	1965	Truck with Trailer	74	0
26405	Vintage	Samsonite	Model Maker	1968	Truck with Trailer	74	0
1383	Basic	Basic	{Unknown}	1985	Basic Building Set, 3+	77	0
25346	Basic	System	Vehicle	1965	Airplane	120	0
26414	Vintage	Samsonite	Model Maker	1968	Red Airplane Set	123	0
25332	Basic	System	Basic Set	1965	Clowns	223	0
25306	Educational	Dacta	Samsonite	1969	School Set	0	0
1395	Basic	Basic	{Unknown}	1981	Basic Set	53	6
25164	Basic	System	Building	1964	Town House	171	0
25895	Vintage	Samsonite	Educational	1969	Educational Gear Set	82	0
25134	Basic	System	Vehicle	1964	Train	253	0
1406	Junior	Fabuland	{Unknown}	1979	Ricky Racoon on his Scooter	2	0
25105	Basic	System	Building	1964	House with Garage	174	0
1413	Basic	Basic	{Unknown}	1990	Basic Building Set, 3+	104	0
1414	Junior	Fabuland	{Unknown}	1979	Percy Pig with his Barrow	3	0
8348	Basic	System	Building	1966	Shell Service Station	121	0
25333	Basic	System	Building	1965	Small Cottage	60	0
22690	Vintage	Samsonite	Basic Set	1968	Suburban Set	326	0
22426	Basic	Basic	{Unknown}	1987	Basic Building Set	99	0
1431	Junior	Fabuland	{Unknown}	1979	Michael Mouse and his New Car	22	0
8353	Basic	System	Vehicle	1967	Biplane	50	0
8404	Basic	System	Vehicle	1967	Antique Car	124	0
1439	Junior	Fabuland	{Unknown}	1979	Bernard Bear and his Delivery Lorry	27	0
26502	Vintage	Samsonite	Model Maker	1968	Antique Car	111	0
1441	Basic	Basic	{Unknown}	1985	Basic Building Set, 3+	156	0
5296	Vintage	Building Set with People	{Unknown}	1978	Gas Station	211	0
8373	Basic	System	Vehicle	1968	Jeep	91	0
26503	Vintage	Samsonite	Model Maker	1968	Jeep	65	0
8355	Basic	System	Vehicle	1967	Tipper truck	45	0
26584	Vintage	Samsonite	Model Maker	1968	Dump Truck	45	0
8103	Basic	System	Vehicle	1967	Breakdown truck	55	0
26585	Vintage	Samsonite	Model Maker	1968	Tow Truck	55	0
1462	Basic	Basic	{Unknown}	1981	Basic Set	98	10
8356	Basic	System	Vehicle	1967	Transport lorry	68	0
26515	Vintage	Samsonite	Model Maker	1968	Delivery Truck	68	0
8357	Basic	System	Vehicle	1967	Articulated lorry with large flatbed	72	0
26532	Vintage	Samsonite	Model Maker	1968	Semi-Trailer	72	0
1479	Basic	Basic	{Unknown}	1990	Basic Building Set, 3+	99	0
6169	Basic	System	Vehicle	1967	8-wheeler articulated lorry	99	0
26900	Vintage	Samsonite	Model Maker	1967	Transport Truck	99	0
6130	Basic	System	Vehicle	1968	Fire engine	76	0
22425	Basic	Basic	{Unknown}	1987	Basic Building Set	212	0
8388	Basic	System	Vehicle	1969	Transporter and crane	102	0
7331	Vintage	LEGOLAND	Vehicle	1970	Ambulance	74	0
7332	Junior	Fabuland	{Unknown}	1979	Blondi the Pig and Taxi Station	37	0
1501	Basic	Basic	{Unknown}	1985	Basic Building Set, 3+	214	0
5298	Vintage	Building Set with People	{Unknown}	1978	Fire Trucks	274	0
8374	Basic	System	Building	1968	Railroad Control Tower	86	0
27105	Vintage	Samsonite	Model Maker	1968	Railroad Control Tower	74	0
8408	Basic	System	Building	1968	Warehouse	127	0
1511	Junior	Fabuland	{Unknown}	1979	Catherine Cat's House and Mortimer Mouse	123	3
26401	Vintage	Samsonite	Model Maker	1968	Warehouse	123	0
8376	Basic	System	Building	1968	Station	215	0
27102	Vintage	Samsonite	Model Maker	1968	Terminal Building	215	0
6171	Basic	System	Vehicle	1968	Train Ferry	147	0
25463	Vintage	Samsonite	Model Maker	1968	Ferry	147	0
8052	Vintage	Legoland	Building	1969	Bungalow	77	0
1537	Junior	Fabuland	{Unknown}	1979	Service Station with Billy Goat and Mike Monkey	80	0
8410	Vintage	Legoland	Building	1969	House with Mini Wheel Car	140	0
1547	Basic	Basic	{Unknown}	1993	Create a Home Bucket	127	15
26583	Vintage	Samsonite	Model Maker	1970	House with Mini-Wheel Car	136	0
7333	Vintage	Samsonite	Model Maker	1970	Jumbo Jet	121	0
8391	Vintage	Legoland	Building	1969	House with Car	177	0
6323	Vintage	LEGOLAND	Building	1970	Fire Station	320	0
10101	Basic	Basic	{Unknown}	1987	Basic Building Set	328	0
1567	Junior	Fabuland	{Unknown}	1979	Hospital - Lucy Lamb and Charlie Cat Visit Dr. Dog	105	0
27606	Vintage	Samsonite	Model Maker	1970	Fire Station with Mini-Wheel Vehicles	216	0
7367	Vintage	LEGOLAND	Building	1971	Garage with Automatic Doors	38	0
7334	Vintage	Samsonite	Model Maker	1970	Mini-Wheel Car and Truck Set	211	3.99
5499	Vintage	LEGOLAND	Building	1971	Swiss Chalet	81	0
7368	Vintage	Samsonite	Model Maker	1971	Mini-Wheel Construction Set	195	0
7369	Vintage	LEGOLAND	Building	1971	Spanish Villa	126	0
1599	Basic	Basic	{Unknown}	1985	Basic Building Set, 3+	311	0
1598	Junior	Fabuland	{Unknown}	1979	Town Hall	122	0
6324	Vintage	LEGOLAND	Building	1971	Gravel Depot	170	0
7400	Vintage	LEGOLAND	Building	1972	Windmill and Lorry	142	0
6732	Vintage	LEGOLAND	Building	1972	Terrace House with Car and Garage	152	0
5221	Vintage	LEGOLAND	Town	1972	Police Heliport	168	0
6121	Vintage	LEGOLAND	Town	1972	Town Centre Set with Roadways	336	0
1636	Basic	Basic	{Unknown}	1981	Universal Building Set	181	18.5
6021	Vintage	LEGOLAND	{Unknown}	1973	Italian Villa	150	0
30652	Basic	Basic	{Unknown}	1987	Basic Building Set with Storage Case	0	0
6483	Vintage	LEGOLAND	{Unknown}	1973	Legoland Fire House	218	0
22424	Basic	Basic	{Unknown}	1987	Basic Building Set	451	0
6022	Vintage	LEGOLAND	{Unknown}	1973	Rocket Base	276	0
7401	Basic	Basic	{Unknown}	1972	Environment Plate	1	0
5102	Vintage	LEGOLAND	{Unknown}	1974	Gravel Works	211	14
7370	Vintage	Samsonite	Model Maker	1971	Ambulance Kit	23	0
1677	Vintage	LEGOLAND	Town	1974	Tea Garden Cafe	209	0
1676	Modern day	Town	Classic	1979	Garage	79	0
7371	Vintage	Samsonite	Model Maker	1971	Tow Truck Kit	24	0
6539	Vintage	LEGOLAND	{Unknown}	1975	Windmill	215	0
7372	Vintage	Samsonite	Model Maker	1971	Delivery Van Kit	33	0
6368	Vintage	LEGOLAND	{Unknown}	1975	Hospital	229	0
6369	Vintage	Samsonite	Model Maker	1971	Antique Car Kit	38	0
7440	Vintage	LEGOLAND	{Unknown}	1975	Harbour	518	0
7441	Vintage	LEGOLAND	{Unknown}	1975	Wild West	602	0
1712	Basic	Basic	{Unknown}	1990	Basic Building Set, 3+	333	0
26632	Basic	Basic	{Unknown}	1993	Build-n-Store Chest	333	0
1721	Basic	Basic	{Unknown}	1981	Basic Building Set	184	0
6023	Vintage	LEGOLAND	{Unknown}	1975	Space Module with Astronauts	364	0
7335	Vintage	Samsonite	Model Maker	1970	Mini Airport and Vehicle	233	0
5085	Vintage	LEGOLAND	{Unknown}	1976	Taxi Garage	156	0
7436	Vintage	LEGOLAND	Building	1976	Coast Guard Station	275	0
7228	Vintage	LEGOLAND	Building	1976	Police Headquarters	280	0
7374	Vintage	LEGOLAND	Vehicle	1971	Tipper Truck	48	14
8775	Vintage	Samsonite	Model Maker	1967	Motorized Truck Set	325	12.99
5400	Vintage	LEGOLAND	Town	1977	Sea Plane	47	0
1766	Vintage	LEGOLAND	{Unknown}	1977	Texas Rangers	249	0
7375	Vintage	LEGOLAND	Vehicle	1971	Tow Truck	54	0
6731	Vintage	LEGOLAND	Boats	1977	Offshore Rig with Fuel Tanker	460	0
7376	Vintage	LEGOLAND	Vehicle	1971	Ambulance	65	0
1785	Modern day	Town	Classic	1978	Fire Station	349	0
7377	Vintage	LEGOLAND	Vehicle	1971	Fire Engine	74	0
22676	Vintage	Samsonite	Basic Set	1966	Deluxe Basic Set	375	8.95
1795	Historical	Castle	Classic	1978	Castle	767	0
7378	Vintage	LEGOLAND	Vehicle	1971	Refrigerator Truck and Trailer	128	0
7379	Vintage	LEGOLAND	Vehicle	1971	Low loader with Excavator	92	0
1805	Modern day	Town	Classic	1978	House with Garden	221	0
1809	Modern day	Town	Classic	1978	Shell Service Station	179	0
6484	Vintage	LEGOLAND	Vehicle	1971	Crane w/Float Truck	91	0
7402	Vintage	LEGOLAND	Large Vehicle	1972	Tractor	34	0
1817	Modern day	Town	Classic	1979	Bus Station	172	0
5089	Vintage	LEGOLAND	{Unknown}	1972	Car and Caravan	93	0
7380	Vintage	LEGOLAND	Building	1971	Village Set	485	0
6730	Vintage	LEGOLAND	Vehicle	1973	Lorry and Fork Lift Truck	86	0
1835	Modern day	Town	Classic	1979	Police Headquarters	372	0
7943	Vintage	LEGOLAND	{Unknown}	1973	Breakdown Truck and Car	91	0
7951	Vintage	LEGOLAND	{Unknown}	1973	Truck with Excavator	112	0
1836	Historical	Castle	Classic	1979	Knight's Joust	210	0
5407	Vintage	LEGOLAND	Town	1973	London Bus	110	0
5216	Vintage	LEGOLAND	Town	1976	Jeep with Steering	57	0
1837	Basic	Basic	{Unknown}	1990	Basic Building Set, 3+	421	0
5106	Vintage	LEGOLAND	{Unknown}	1976	Air Ambulance	151	0
7992	Vintage	LEGOLAND	{Unknown}	1976	Excavator and Dumper	159	0
9777	Basic	Basic	Universal Building Set	1986	Helicopter	24	0
6024	Vintage	Hobby Set	{Unknown}	1975	1913 Cadillac	200	0
6025	Vintage	Hobby Set	{Unknown}	1975	1926 Renault	237	0
23655	Basic	Basic	{Unknown}	1986	Police Car	21	0
6026	Vintage	Hobby Set	{Unknown}	1975	Formula 1	197	0
9215	Basic	Basic	{Unknown}	1986	Fire Engine	23	0
6027	Vintage	Hobby Set	{Unknown}	1976	Norton Motorcycle	133	0
23656	Basic	Basic	{Unknown}	1986	Tow Truck	29	0
6028	Vintage	Hobby Set	{Unknown}	1976	Harley-Davidson 1000cc	143	0
6029	Vintage	Hobby Set	{Unknown}	1976	1909 Rolls-Royce	281	0
8631	Basic	Basic	{Unknown}	1990	Build-N-Store Chest	535	0
25227	Basic	System	Basic Set	1964	New York World Fair Promo	0	0
6030	Vintage	Hobby Set	{Unknown}	1976	Thatcher Perkins Locomotive	438	0
25228	Basic	System	Basic Set	1964	New York World Fair Promo	0	0
7034	Vintage	Hobby Set	{Unknown}	1978	USS Constellation	973	0
5254	Basic	Universal Building Set	{Unknown}	1977	Building Set, 6+	294	0
26318	Vintage	Samsonite	Supplemental	1961	Small Wheels with Axles	12	0.75
25499	Basic	System	Supplemental	1966	Small Wheels with Axles (The Building Toy)	12	0
25303	Basic	System	Supplemental	1963	Small Wheels with Axles (System)	12	0
25500	Basic	System	Supplemental	1966	Large Wheels with Axles (The Building Toy)	7	0
25304	Basic	System	Supplemental	1964	Large Wheels with Axles (System)	7	0
5299	Basic	Universal Building Set	{Unknown}	1977	Building Set, 6+	401	0
25149	Basic	System	Supplemental	1964	White Turntables	5	0
25461	Basic	System	Supplemental	1966	White Turntables (The Building Toy)	5	0
29561	Vintage	Samsonite	Supplemental	1966	Swivels and Base Plates	0	0
25501	Basic	System	Supplemental	1967	Train Couplers and Wheels (The Building Toy)	12	0
25519	Basic	System	Supplemental	1966	Train Couplers and Wheels (System)	12	0
5242	Basic	Universal Building Set	{Unknown}	1977	Building Set, 6+	467	40
25502	Basic	System	Supplemental	1967	Wheels for Motor (The Building Toy)	12	0
25520	Basic	System	Supplemental	1967	Wheels for the Motor (System)	12	0
25435	Basic	System	Supplemental	1965	38 Slimbricks Assorted Sizes (The Building Toy)	38	0
5232	Vintage	LEGOLAND	{Unknown}	1973	Payloader	26	0
25503	Basic	System	Supplemental	1966	Windows Parts Pack, Red (The Building Toy)	10	0
25504	Basic	System	Supplemental	1966	Windows Parts Pack, White (The Building Toy)	10	0
23451	Basic	System	Supplemental	1966	Windows Parts Pack, Red (System)	10	0
23452	Basic	System	Supplemental	1966	Windows Parts Pack, White (System)	10	0
25374	Basic	System	Supplemental	1966	5 Sixteens and 4 Twenties (System)	9	0
25474	Vintage	Samsonite	Supplemental	1966	16 Stud Beams, Assorted Colours	0	0
25436	Basic	System	Supplemental	1966	4 Sixteens 2 Twenties (The Building Toy)	6	0
25475	Vintage	Samsonite	Supplemental	1966	20 Stud Beams, Assorted Colours	0	0
25476	Vintage	Samsonite	Supplemental	1966	Corner Bricks, Assorted Colours	0	0
25505	Basic	System	Supplemental	1966	Cornerbricks (The Building Toy)	5	0
25521	Basic	System	Supplemental	1966	Cornerbricks (System)	10	0
25506	Basic	System	Supplemental	1966	2 x 4 Bricks (The Building Toy)	13	0
25522	Basic	System	Supplemental	1966	2 x 4 Bricks (System)	21	0
25507	Basic	System	Supplemental	1966	2 x 3 Bricks (The Building Toy)	15	0
25523	Basic	System	Supplemental	1966	2 x 3 Bricks (System)	25	0
6729	Vintage	LEGOLAND	Vehicle	1973	Police Car	19	0
25508	Basic	System	Supplemental	1966	2 x 2 Bricks (The Building Toy)	20	0
25524	Basic	System	Supplemental	1966	2 x 2 Bricks (System)	33	0
25375	Basic	System	Supplemental	1966	1 x 2 Bricks	44	0
25437	Basic	System	Supplemental	1966	2 eights 2 sixes 2 fours 8 twos 6 ones (The Building Toy)	20	0
25483	Vintage	Samsonite	Supplemental	1966	2 Stud Bricks, Assorted Colours (6)	0	0
25376	Basic	System	Supplemental	1966	1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks	28	0
25484	Vintage	Samsonite	Supplemental	1966	1 Stud Brick, Assorted Colours (6)	0	0
25485	Vintage	Samsonite	Supplemental	1966	1 Stud Round Brick, Assorted Colours (6)	0	0
25509	Basic	System	Supplemental	1966	Curved and Round Bricks (The Building Toy)	28	0
25525	Basic	System	Supplemental	1966	Curved and Round Bricks (System)	50	0
25486	Vintage	Samsonite	Supplemental	1966	Curved Bricks, Assorted Colours (6)	0	0
5272	Vintage	LEGOLAND	{Unknown}	1976	Fork Lift	21	0
7452	Basic	System	Supplemental	1966	7 Named Beams (The Building Toy)	7	0
25489	Vintage	Samsonite	Supplemental	1966	Names, Numbers, Alphabet	67	0
7453	Basic	System	Supplemental	1966	8 Pieces 2x8 (The Building Toy)	8	0
25490	Vintage	Samsonite	Supplemental	1966	4 x 8 Assorted Base Plates	0	0
25427	Basic	System	Supplemental	1966	5 Plates 4 x 8 (The Building Toy)	5	0
25428	Basic	System	Supplemental	1966	4 Plates 6 x 8 (The Building Toy)	4	0
5275	Vintage	LEGOLAND	{Unknown}	1975	Biplane	18	0
25429	Basic	System	Supplemental	1966	Six Trees and Bushes (The Building Toy)	6	0
25491	Vintage	Samsonite	Supplemental	1966	Assorted Trees, Bushes, Flags	0	0
25414	Basic	System	Supplemental	1966	Gas Station (The Building Toy)	13	0
7454	Vintage	Samsonite	Supplemental	1966	Garage Door and Esso Pumps	5	0
25431	Basic	System	Supplemental	1966	Road Signs (The Building Toy)	8	0
25492	Vintage	Samsonite	Supplemental	1966	Road Signs and Street Lamps	20	0
25423	Basic	System	Supplemental	1966	6 Street Lamps with Curved Top (The Building Toy)	6	0
25438	Basic	System	Supplemental	1966	50 lettered bricks (The Building Toy)	50	0
